,UMAP_1,UMAP_2,file_name,class
1820,-17.712137,-65.6466,breast_cancer_sw_1_2_s_2_0_cc_0,breast_cancer
1821,-20.089958,-66.98212,breast_cancer_sw_1_2_s_2_0_cc_1,breast_cancer
1822,-20.127054,-64.57513,breast_cancer_sw_1_2_s_2_0_cc_2,breast_cancer
1823,-17.358856,-66.15418,breast_cancer_sw_1_2_s_2_0_oc,breast_cancer
1824,-17.113562,-68.08127,breast_cancer_sw_2_0_s_0_5_cc_0,breast_cancer
1825,-20.361555,-64.72065,breast_cancer_sw_2_0_s_0_5_cc_1,breast_cancer
1826,-20.784895,-64.157074,breast_cancer_sw_2_0_s_0_5_cc_2,breast_cancer
1827,-17.030224,-68.97884,breast_cancer_sw_2_0_s_0_5_oc,breast_cancer
1828,-18.270622,-68.9641,breast_cancer_sw_2_0_s_0_7_cc_0,breast_cancer
1829,-19.600874,-66.234146,breast_cancer_sw_2_0_s_0_7_cc_1,breast_cancer
1830,-18.427296,-62.97697,breast_cancer_sw_2_0_s_0_7_cc_2,breast_cancer
1831,-18.228848,-64.71141,breast_cancer_sw_2_0_s_0_7_oc,breast_cancer
1832,-18.260004,-61.275753,breast_cancer_sw_2_0_s_1_0_cc_0,breast_cancer
1833,-16.458729,-64.35929,breast_cancer_sw_2_0_s_1_0_cc_1,breast_cancer
1834,-20.291489,-69.57863,breast_cancer_sw_2_0_s_1_0_cc_2,breast_cancer
1835,-20.945549,-68.86541,breast_cancer_sw_2_0_s_1_0_oc,breast_cancer
1836,-22.377234,-66.93948,breast_cancer_sw_2_0_s_1_2_cc_0,breast_cancer
1837,-19.273546,-62.261242,breast_cancer_sw_2_0_s_1_2_cc_1,breast_cancer
1838,-18.96528,-65.00881,breast_cancer_sw_2_0_s_1_2_cc_2,breast_cancer
1839,-22.924803,-63.636185,breast_cancer_sw_2_0_s_1_2_oc,breast_cancer
1840,-22.942062,-0.67273086,circular-arc_p_0_sw_0_7_s_0_7_cc_0,circular-arc
1841,-22.908396,0.13872935,circular-arc_p_0_sw_0_7_s_0_7_oc,circular-arc
1842,-21.159222,-0.665847,circular-arc_p_0_sw_0_7_s_1_0_cc_0,circular-arc
1843,-23.204609,1.0895151,circular-arc_p_0_sw_0_7_s_1_0_oc,circular-arc
1844,-19.427197,1.4681137,circular-arc_p_0_sw_0_7_s_1_2_cc_0,circular-arc
1845,-21.636528,3.3318007,circular-arc_p_0_sw_0_7_s_1_2_oc,circular-arc
1846,-21.064878,2.4945164,circular-arc_p_0_sw_1_0_s_0_7_cc_0,circular-arc
1847,-22.833693,3.0309768,circular-arc_p_0_sw_1_0_s_0_7_oc,circular-arc
1848,-20.089085,1.9884415,circular-arc_p_0_sw_1_0_s_1_0_cc_0,circular-arc
