,Unnamed: 0,query_file,query_type,target_embedding_type,smallest_k_matched
1126,1126,EX_SPEC_ALIGNMENT_CHART_sw_1_0_s_1_0_oc_query1.json,specs,image,20
1127,1127,EX_SPEC_SEQUENCE_TRACK_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,1
1128,1128,EX_SPEC_SEQUENCE_TRACK_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,1
1129,1129,EX_SPEC_SEQUENCE_TRACK_sw_1_2_s_1_2_oc_query.json,specs,spec,1
1130,1130,EX_SPEC_SEQUENCE_TRACK_sw_1_2_s_1_2_oc_query.json,specs,text,2513
1131,1131,EX_SPEC_SEQUENCE_TRACK_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,2455
1132,1132,EX_SPEC_SEQUENCE_TRACK_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,101
1133,1133,EX_SPEC_SEQUENCE_TRACK_sw_1_2_s_1_2_oc_query.json,specs,image,1674
1134,1134,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query2.json,specs,spec_frequency,1
1135,1135,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query2.json,specs,spec_onehot,1
1136,1136,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query2.json,specs,spec,5
1137,1137,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query2.json,specs,text,2112
1138,1138,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query2.json,specs,text_0_2_4,2036
1139,1139,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query2.json,specs,text_0_2_4_llm_fs_single,595
1140,1140,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query2.json,specs,image,130
1141,1141,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2.json,specs,spec_frequency,1
1142,1142,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2.json,specs,spec_onehot,1
1143,1143,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2.json,specs,spec,55
1144,1144,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2.json,specs,text,881
1145,1145,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2.json,specs,text_0_2_4,1103
1146,1146,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2.json,specs,text_0_2_4_llm_fs_single,473
1147,1147,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query2.json,specs,image,318
1148,1148,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e_query2.json,specs,spec_frequency,1
1149,1149,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e_query2.json,specs,spec_onehot,1
1150,1150,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e_query2.json,specs,spec,1
1151,1151,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e_query2.json,specs,text,1
1152,1152,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e_query2.json,specs,text_0_2_4,1
1153,1153,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e_query2.json,specs,text_0_2_4_llm_fs_single,1
1154,1154,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e_query2.json,specs,image,1
1155,1155,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1.json,specs,spec_frequency,1
1156,1156,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1.json,specs,spec_onehot,1
1157,1157,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1.json,specs,spec,1
1158,1158,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1.json,specs,text,600
1159,1159,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1.json,specs,text_0_2_4,824
1160,1160,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1.json,specs,text_0_2_4_llm_fs_single,134
1161,1161,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1.json,specs,image,46
1162,1162,overview-landing_cc_0_query1.json,specs,spec_frequency,11
1163,1163,overview-landing_cc_0_query1.json,specs,spec_onehot,213
1164,1164,overview-landing_cc_0_query1.json,specs,spec,35
1165,1165,overview-landing_cc_0_query1.json,specs,text,2778
1166,1166,overview-landing_cc_0_query1.json,specs,text_0_2_4,2755
1167,1167,overview-landing_cc_0_query1.json,specs,text_0_2_4_llm_fs_single,1540
1168,1168,overview-landing_cc_0_query1.json,specs,image,1156
1169,1169,stratified-line_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec_frequency,1
1170,1170,stratified-line_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec_onehot,1
1171,1171,stratified-line_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec,1
1172,1172,stratified-line_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text,1277
1173,1173,stratified-line_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4,1327
1174,1174,stratified-line_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4_llm_fs_single,738
1175,1175,stratified-line_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,image,1666
1176,1176,AREA_sw_0_7_s_0_7_cc_0_query.json,specs,spec_frequency,1
1177,1177,AREA_sw_0_7_s_0_7_cc_0_query.json,specs,spec_onehot,1
1178,1178,AREA_sw_0_7_s_0_7_cc_0_query.json,specs,spec,8
1179,1179,AREA_sw_0_7_s_0_7_cc_0_query.json,specs,text,258
1180,1180,AREA_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4,292
1181,1181,AREA_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4_llm_fs_single,44
1182,1182,AREA_sw_0_7_s_0_7_cc_0_query.json,specs,image,799
1183,1183,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query.json,specs,spec_frequency,1
1184,1184,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query.json,specs,spec_onehot,1
1185,1185,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query.json,specs,spec,1
1186,1186,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query.json,specs,text,440
1187,1187,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query.json,specs,text_0_2_4,239
1188,1188,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query.json,specs,text_0_2_4_llm_fs_single,49
1189,1189,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query.json,specs,image,1096
1190,1190,rule-mark_p_0_sw_1_2_s_1_2_cc_2_query.json,specs,spec_frequency,7
1191,1191,rule-mark_p_0_sw_1_2_s_1_2_cc_2_query.json,specs,spec_onehot,8
1192,1192,rule-mark_p_0_sw_1_2_s_1_2_cc_2_query.json,specs,spec,21
1193,1193,rule-mark_p_0_sw_1_2_s_1_2_cc_2_query.json,specs,text,371
1194,1194,rule-mark_p_0_sw_1_2_s_1_2_cc_2_query.json,specs,text_0_2_4,998
1195,1195,rule-mark_p_0_sw_1_2_s_1_2_cc_2_query.json,specs,text_0_2_4_llm_fs_single,141
1196,1196,rule-mark_p_0_sw_1_2_s_1_2_cc_2_query.json,specs,image,2286
1197,1197,multi_view_circular_ideograms_m_0_sw_1_0_s_1_0_oc_oc_query.json,specs,spec_frequency,1
1198,1198,multi_view_circular_ideograms_m_0_sw_1_0_s_1_0_oc_oc_query.json,specs,spec_onehot,1
1199,1199,multi_view_circular_ideograms_m_0_sw_1_0_s_1_0_oc_oc_query.json,specs,spec,1
1200,1200,multi_view_circular_ideograms_m_0_sw_1_0_s_1_0_oc_oc_query.json,specs,text,1819
1201,1201,multi_view_circular_ideograms_m_0_sw_1_0_s_1_0_oc_oc_query.json,specs,text_0_2_4,1730
1202,1202,multi_view_circular_ideograms_m_0_sw_1_0_s_1_0_oc_oc_query.json,specs,text_0_2_4_llm_fs_single,625
1203,1203,multi_view_circular_ideograms_m_0_sw_1_0_s_1_0_oc_oc_query.json,specs,image,1251
1204,1204,basic-link_p_0_sw_1_0_s_1_2_cc_0_query.json,specs,spec_frequency,4
1205,1205,basic-link_p_0_sw_1_0_s_1_2_cc_0_query.json,specs,spec_onehot,3
1206,1206,basic-link_p_0_sw_1_0_s_1_2_cc_0_query.json,specs,spec,21
1207,1207,basic-link_p_0_sw_1_0_s_1_2_cc_0_query.json,specs,text,2378
1208,1208,basic-link_p_0_sw_1_0_s_1_2_cc_0_query.json,specs,text_0_2_4,2379
1209,1209,basic-link_p_0_sw_1_0_s_1_2_cc_0_query.json,specs,text_0_2_4_llm_fs_single,478
1210,1210,basic-link_p_0_sw_1_0_s_1_2_cc_0_query.json,specs,image,879
1211,1211,stratified-point_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,1
1212,1212,stratified-point_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,1
1213,1213,stratified-point_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec,11
1214,1214,stratified-point_p_0_sw_1_2_s_1_2_oc_query.json,specs,text,2000
1215,1215,stratified-point_p_0_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,1983
1216,1216,stratified-point_p_0_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,10
1217,1217,stratified-point_p_0_sw_1_2_s_1_2_oc_query.json,specs,image,583
1218,1218,heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,1
1219,1219,heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,1
1220,1220,heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.json,specs,spec,1
1221,1221,heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.json,specs,text,324
1222,1222,heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,306
1223,1223,heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,125
1224,1224,heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.json,specs,image,82
1225,1225,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_0_7_s_1_0_cc_0_query1.json,specs,spec_frequency,1
1226,1226,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_0_7_s_1_0_cc_0_query1.json,specs,spec_onehot,4
1227,1227,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_0_7_s_1_0_cc_0_query1.json,specs,spec,2
1228,1228,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_0_7_s_1_0_cc_0_query1.json,specs,text,880
1229,1229,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_0_7_s_1_0_cc_0_query1.json,specs,text_0_2_4,868
1230,1230,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_0_7_s_1_0_cc_0_query1.json,specs,text_0_2_4_llm_fs_single,15
1231,1231,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_0_7_s_1_0_cc_0_query1.json,specs,image,36
1232,1232,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1.json,specs,spec_frequency,1
1233,1233,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1.json,specs,spec_onehot,1
1234,1234,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1.json,specs,spec,155
1235,1235,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1.json,specs,text,293
1236,1236,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1.json,specs,text_0_2_4,1621
1237,1237,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1.json,specs,text_0_2_4_llm_fs_single,30
1238,1238,EX_SPEC_MARK_DISPLACEMENT_sw_1_0_s_1_0_oc_query1.json,specs,image,115
1239,1239,AREA_sw_1_0_s_0_7_oc_query.json,specs,spec_frequency,1
1240,1240,AREA_sw_1_0_s_0_7_oc_query.json,specs,spec_onehot,1
1241,1241,AREA_sw_1_0_s_0_7_oc_query.json,specs,spec,1
1242,1242,AREA_sw_1_0_s_0_7_oc_query.json,specs,text,1
1243,1243,AREA_sw_1_0_s_0_7_oc_query.json,specs,text_0_2_4,1
1244,1244,AREA_sw_1_0_s_0_7_oc_query.json,specs,text_0_2_4_llm_fs_single,2
1245,1245,AREA_sw_1_0_s_0_7_oc_query.json,specs,image,88
1246,1246,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2.json,specs,spec_frequency,1
1247,1247,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2.json,specs,spec_onehot,4
1248,1248,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2.json,specs,spec,4
1249,1249,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2.json,specs,text,483
1250,1250,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2.json,specs,text_0_2_4,1101
1251,1251,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2.json,specs,text_0_2_4_llm_fs_single,2
1252,1252,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2.json,specs,image,12
1253,1253,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query1.json,specs,spec_frequency,1
1254,1254,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query1.json,specs,spec_onehot,1
1255,1255,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query1.json,specs,spec,783
1256,1256,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query1.json,specs,text,1851
1257,1257,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query1.json,specs,text_0_2_4,1867
1258,1258,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query1.json,specs,text_0_2_4_llm_fs_single,580
1259,1259,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query1.json,specs,image,395
1260,1260,arcs_p_0_sw_1_0_s_1_0_oc_query.json,specs,spec_frequency,1
1261,1261,arcs_p_0_sw_1_0_s_1_0_oc_query.json,specs,spec_onehot,1
1262,1262,arcs_p_0_sw_1_0_s_1_0_oc_query.json,specs,spec,38
1263,1263,arcs_p_0_sw_1_0_s_1_0_oc_query.json,specs,text,2609
1264,1264,arcs_p_0_sw_1_0_s_1_0_oc_query.json,specs,text_0_2_4,2591
1265,1265,arcs_p_0_sw_1_0_s_1_0_oc_query.json,specs,text_0_2_4_llm_fs_single,584
1266,1266,arcs_p_0_sw_1_0_s_1_0_oc_query.json,specs,image,667
1267,1267,RECT_sw_1_0_s_1_0_oc_query.json,specs,spec_frequency,1
1268,1268,RECT_sw_1_0_s_1_0_oc_query.json,specs,spec_onehot,3
1269,1269,RECT_sw_1_0_s_1_0_oc_query.json,specs,spec,22
1270,1270,RECT_sw_1_0_s_1_0_oc_query.json,specs,text,1
1271,1271,RECT_sw_1_0_s_1_0_oc_query.json,specs,text_0_2_4,482
1272,1272,RECT_sw_1_0_s_1_0_oc_query.json,specs,text_0_2_4_llm_fs_single,11
1273,1273,RECT_sw_1_0_s_1_0_oc_query.json,specs,image,661
1274,1274,responsive-circular_p_0_sw_0_7_s_1_0_cc_0_query.json,specs,spec_frequency,1
1275,1275,responsive-circular_p_0_sw_0_7_s_1_0_cc_0_query.json,specs,spec_onehot,1
1276,1276,responsive-circular_p_0_sw_0_7_s_1_0_cc_0_query.json,specs,spec,1
1277,1277,responsive-circular_p_0_sw_0_7_s_1_0_cc_0_query.json,specs,text,694
1278,1278,responsive-circular_p_0_sw_0_7_s_1_0_cc_0_query.json,specs,text_0_2_4,37
1279,1279,responsive-circular_p_0_sw_0_7_s_1_0_cc_0_query.json,specs,text_0_2_4_llm_fs_single,26
1280,1280,responsive-circular_p_0_sw_0_7_s_1_0_cc_0_query.json,specs,image,36
1281,1281,AREA_sw_1_2_s_0_7_cc_2_query.json,specs,spec_frequency,3
1282,1282,AREA_sw_1_2_s_0_7_cc_2_query.json,specs,spec_onehot,3
1283,1283,AREA_sw_1_2_s_0_7_cc_2_query.json,specs,spec,15
1284,1284,AREA_sw_1_2_s_0_7_cc_2_query.json,specs,text,212
1285,1285,AREA_sw_1_2_s_0_7_cc_2_query.json,specs,text_0_2_4,276
1286,1286,AREA_sw_1_2_s_0_7_cc_2_query.json,specs,text_0_2_4_llm_fs_single,36
1287,1287,AREA_sw_1_2_s_0_7_cc_2_query.json,specs,image,657
1288,1288,multi_layer_circular_m_2_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,1
1289,1289,multi_layer_circular_m_2_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,1
1290,1290,multi_layer_circular_m_2_sw_1_2_s_1_2_oc_query.json,specs,spec,9
1291,1291,multi_layer_circular_m_2_sw_1_2_s_1_2_oc_query.json,specs,text,928
1292,1292,multi_layer_circular_m_2_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,875
1293,1293,multi_layer_circular_m_2_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,2
1294,1294,multi_layer_circular_m_2_sw_1_2_s_1_2_oc_query.json,specs,image,53
1295,1295,BRUSH_sw_0_7_s_0_7_cc_1_query2.json,specs,spec_frequency,4
1296,1296,BRUSH_sw_0_7_s_0_7_cc_1_query2.json,specs,spec_onehot,4
1297,1297,BRUSH_sw_0_7_s_0_7_cc_1_query2.json,specs,spec,13
1298,1298,BRUSH_sw_0_7_s_0_7_cc_1_query2.json,specs,text,2039
1299,1299,BRUSH_sw_0_7_s_0_7_cc_1_query2.json,specs,text_0_2_4,2133
1300,1300,BRUSH_sw_0_7_s_0_7_cc_1_query2.json,specs,text_0_2_4_llm_fs_single,885
1301,1301,BRUSH_sw_0_7_s_0_7_cc_1_query2.json,specs,image,1486
1302,1302,overview-landing_oc_query1.json,specs,spec_frequency,11
1303,1303,overview-landing_oc_query1.json,specs,spec_onehot,236
1304,1304,overview-landing_oc_query1.json,specs,spec,19
1305,1305,overview-landing_oc_query1.json,specs,text,2763
1306,1306,overview-landing_oc_query1.json,specs,text_0_2_4,2751
1307,1307,overview-landing_oc_query1.json,specs,text_0_2_4_llm_fs_single,941
1308,1308,overview-landing_oc_query1.json,specs,image,965
1309,1309,hic_matrix_sw_1_0_s_1_0_oc_sw_0_7_s_0_7_cc_0_query.json,specs,spec_frequency,2
1310,1310,hic_matrix_sw_1_0_s_1_0_oc_sw_0_7_s_0_7_cc_0_query.json,specs,spec_onehot,1
1311,1311,hic_matrix_sw_1_0_s_1_0_oc_sw_0_7_s_0_7_cc_0_query.json,specs,spec,1
1312,1312,hic_matrix_sw_1_0_s_1_0_oc_sw_0_7_s_0_7_cc_0_query.json,specs,text,3130
1313,1313,hic_matrix_sw_1_0_s_1_0_oc_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4,3130
1314,1314,hic_matrix_sw_1_0_s_1_0_oc_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4_llm_fs_single,1111
1315,1315,hic_matrix_sw_1_0_s_1_0_oc_sw_0_7_s_0_7_cc_0_query.json,specs,image,3085
1316,1316,AREA_sw_0_7_s_1_2_cc_3_query.json,specs,spec_frequency,3
1317,1317,AREA_sw_0_7_s_1_2_cc_3_query.json,specs,spec_onehot,3
1318,1318,AREA_sw_0_7_s_1_2_cc_3_query.json,specs,spec,1
1319,1319,AREA_sw_0_7_s_1_2_cc_3_query.json,specs,text,252
1320,1320,AREA_sw_0_7_s_1_2_cc_3_query.json,specs,text_0_2_4,303
1321,1321,AREA_sw_0_7_s_1_2_cc_3_query.json,specs,text_0_2_4_llm_fs_single,184
1322,1322,AREA_sw_0_7_s_1_2_cc_3_query.json,specs,image,434
1323,1323,GFF_DEMO_sw_1_0_s_1_0_oc_query.json,specs,spec_frequency,1
1324,1324,GFF_DEMO_sw_1_0_s_1_0_oc_query.json,specs,spec_onehot,1
1325,1325,GFF_DEMO_sw_1_0_s_1_0_oc_query.json,specs,spec,1
1326,1326,GFF_DEMO_sw_1_0_s_1_0_oc_query.json,specs,text,1656
1327,1327,GFF_DEMO_sw_1_0_s_1_0_oc_query.json,specs,text_0_2_4,1955
1328,1328,GFF_DEMO_sw_1_0_s_1_0_oc_query.json,specs,text_0_2_4_llm_fs_single,89
1329,1329,GFF_DEMO_sw_1_0_s_1_0_oc_query.json,specs,image,1966
1330,1330,EX_SPEC_GIVE_sw_1_0_s_1_0_query1.json,specs,spec_frequency,1
1331,1331,EX_SPEC_GIVE_sw_1_0_s_1_0_query1.json,specs,spec_onehot,1
1332,1332,EX_SPEC_GIVE_sw_1_0_s_1_0_query1.json,specs,spec,1
1333,1333,EX_SPEC_GIVE_sw_1_0_s_1_0_query1.json,specs,text,1006
1334,1334,EX_SPEC_GIVE_sw_1_0_s_1_0_query1.json,specs,text_0_2_4,644
1335,1335,EX_SPEC_GIVE_sw_1_0_s_1_0_query1.json,specs,text_0_2_4_llm_fs_single,11
1336,1336,EX_SPEC_GIVE_sw_1_0_s_1_0_query1.json,specs,image,1272
1337,1337,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query1.json,specs,spec_frequency,1
1338,1338,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query1.json,specs,spec_onehot,1
1339,1339,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query1.json,specs,spec,1
1340,1340,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query1.json,specs,text,397
1341,1341,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query1.json,specs,text_0_2_4,155
1342,1342,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query1.json,specs,text_0_2_4_llm_fs_single,65
1343,1343,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query1.json,specs,image,378
1344,1344,stratified-bar_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,1
1345,1345,stratified-bar_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,1
1346,1346,stratified-bar_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec,1
1347,1347,stratified-bar_p_0_sw_1_2_s_1_2_oc_query.json,specs,text,852
1348,1348,stratified-bar_p_0_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,1406
1349,1349,stratified-bar_p_0_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,11
1350,1350,stratified-bar_p_0_sw_1_2_s_1_2_oc_query.json,specs,image,626
1351,1351,EX_SPEC_PERF_ALIGNMENT_sw_1_0_s_1_0_oc_query1.json,specs,spec_frequency,1
1352,1352,EX_SPEC_PERF_ALIGNMENT_sw_1_0_s_1_0_oc_query1.json,specs,spec_onehot,1
1353,1353,EX_SPEC_PERF_ALIGNMENT_sw_1_0_s_1_0_oc_query1.json,specs,spec,2
1354,1354,EX_SPEC_PERF_ALIGNMENT_sw_1_0_s_1_0_oc_query1.json,specs,text,1860
1355,1355,EX_SPEC_PERF_ALIGNMENT_sw_1_0_s_1_0_oc_query1.json,specs,text_0_2_4,1922
1356,1356,EX_SPEC_PERF_ALIGNMENT_sw_1_0_s_1_0_oc_query1.json,specs,text_0_2_4_llm_fs_single,491
1357,1357,EX_SPEC_PERF_ALIGNMENT_sw_1_0_s_1_0_oc_query1.json,specs,image,845
1358,1358,EX_SPEC_MATRIX_HFFC6_sw_1_2_s_1_2_recolor_query1.json,specs,spec_frequency,2
1359,1359,EX_SPEC_MATRIX_HFFC6_sw_1_2_s_1_2_recolor_query1.json,specs,spec_onehot,11
1360,1360,EX_SPEC_MATRIX_HFFC6_sw_1_2_s_1_2_recolor_query1.json,specs,spec,2374
1361,1361,EX_SPEC_MATRIX_HFFC6_sw_1_2_s_1_2_recolor_query1.json,specs,text,413
1362,1362,EX_SPEC_MATRIX_HFFC6_sw_1_2_s_1_2_recolor_query1.json,specs,text_0_2_4,252
1363,1363,EX_SPEC_MATRIX_HFFC6_sw_1_2_s_1_2_recolor_query1.json,specs,text_0_2_4_llm_fs_single,326
1364,1364,EX_SPEC_MATRIX_HFFC6_sw_1_2_s_1_2_recolor_query1.json,specs,image,791
1365,1365,stratified-area_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,1
1366,1366,stratified-area_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,1
1367,1367,stratified-area_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec,50
1368,1368,stratified-area_p_0_sw_1_2_s_1_2_oc_query.json,specs,text,933
1369,1369,stratified-area_p_0_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,1467
1370,1370,stratified-area_p_0_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,234
1371,1371,stratified-area_p_0_sw_1_2_s_1_2_oc_query.json,specs,image,560
1372,1372,SEMANTIC_ZOOM_SEQUENCE_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,1
1373,1373,SEMANTIC_ZOOM_SEQUENCE_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,1
1374,1374,SEMANTIC_ZOOM_SEQUENCE_sw_1_2_s_1_2_oc_query.json,specs,spec,1
1375,1375,SEMANTIC_ZOOM_SEQUENCE_sw_1_2_s_1_2_oc_query.json,specs,text,724
1376,1376,SEMANTIC_ZOOM_SEQUENCE_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,1328
1377,1377,SEMANTIC_ZOOM_SEQUENCE_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,3
1378,1378,SEMANTIC_ZOOM_SEQUENCE_sw_1_2_s_1_2_oc_query.json,specs,image,306
1379,1379,stratified-bar_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec_frequency,1
1380,1380,stratified-bar_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec_onehot,1
1381,1381,stratified-bar_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec,7
1382,1382,stratified-bar_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text,851
1383,1383,stratified-bar_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4,1405
1384,1384,stratified-bar_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4_llm_fs_single,157
1385,1385,stratified-bar_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,image,1064
1386,1386,BRUSH_sw_1_0_s_1_2_cc_1_query1.json,specs,spec_frequency,2
1387,1387,BRUSH_sw_1_0_s_1_2_cc_1_query1.json,specs,spec_onehot,7
1388,1388,BRUSH_sw_1_0_s_1_2_cc_1_query1.json,specs,spec,13
