,query_file,query_type,target_embedding_type,smallest_k_matched
583,multi_view_circular_ideograms_m_2_sw_1_0_s_1_0_oc_oc_query.json,specs,spec,1
584,multi_view_circular_ideograms_m_2_sw_1_0_s_1_0_oc_oc_query.json,specs,text,1910
585,multi_view_circular_ideograms_m_2_sw_1_0_s_1_0_oc_oc_query.json,specs,text_0_2_4,1871
586,multi_view_circular_ideograms_m_2_sw_1_0_s_1_0_oc_oc_query.json,specs,text_0_2_4_llm_fs_single,107
587,multi_view_circular_ideograms_m_2_sw_1_0_s_1_0_oc_oc_query.json,specs,image,2232
588,EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2.json,specs,spec_frequency,9
589,EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2.json,specs,spec_onehot,57
590,EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2.json,specs,spec,640
591,EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2.json,specs,text,25
592,EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2.json,specs,text_0_2_4,97
593,EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2.json,specs,text_0_2_4_llm_fs_single,1697
594,EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query2.json,specs,image,2571
595,LINE_sw_1_0_s_1_0_cc_3_query.json,specs,spec_frequency,1
596,LINE_sw_1_0_s_1_0_cc_3_query.json,specs,spec_onehot,3
597,LINE_sw_1_0_s_1_0_cc_3_query.json,specs,spec,1
598,LINE_sw_1_0_s_1_0_cc_3_query.json,specs,text,271
599,LINE_sw_1_0_s_1_0_cc_3_query.json,specs,text_0_2_4,262
600,LINE_sw_1_0_s_1_0_cc_3_query.json,specs,text_0_2_4_llm_fs_single,182
601,LINE_sw_1_0_s_1_0_cc_3_query.json,specs,image,1277
602,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2.json,specs,spec_frequency,1
603,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2.json,specs,spec_onehot,1
604,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2.json,specs,spec,620
605,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2.json,specs,text,203
606,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2.json,specs,text_0_2_4,62
607,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2.json,specs,text_0_2_4_llm_fs_single,1
608,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2.json,specs,image,1
609,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc_query1.json,specs,spec_frequency,7
610,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc_query1.json,specs,spec_onehot,8
611,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc_query1.json,specs,spec,51
612,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc_query1.json,specs,text,1232
613,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc_query1.json,specs,text_0_2_4,1292
614,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc_query1.json,specs,text_0_2_4_llm_fs_single,257
615,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc_query1.json,specs,image,1169
616,multi_layer_circular_m_1_s_0_7_cc_0_query.json,specs,spec_frequency,2
617,multi_layer_circular_m_1_s_0_7_cc_0_query.json,specs,spec_onehot,1
618,multi_layer_circular_m_1_s_0_7_cc_0_query.json,specs,spec,19
619,multi_layer_circular_m_1_s_0_7_cc_0_query.json,specs,text,2216
620,multi_layer_circular_m_1_s_0_7_cc_0_query.json,specs,text_0_2_4,2457
621,multi_layer_circular_m_1_s_0_7_cc_0_query.json,specs,text_0_2_4_llm_fs_single,178
622,multi_layer_circular_m_1_s_0_7_cc_0_query.json,specs,image,1525
623,EX_SPEC_CYTOBANDS_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,1
624,EX_SPEC_CYTOBANDS_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,1
625,EX_SPEC_CYTOBANDS_sw_1_2_s_1_2_oc_query.json,specs,spec,1
626,EX_SPEC_CYTOBANDS_sw_1_2_s_1_2_oc_query.json,specs,text,359
627,EX_SPEC_CYTOBANDS_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,837
628,EX_SPEC_CYTOBANDS_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,18
629,EX_SPEC_CYTOBANDS_sw_1_2_s_1_2_oc_query.json,specs,image,917
630,LINE_sw_1_2_s_1_2_cc_0_query.json,specs,spec_frequency,24
631,LINE_sw_1_2_s_1_2_cc_0_query.json,specs,spec_onehot,25
632,LINE_sw_1_2_s_1_2_cc_0_query.json,specs,spec,1
633,LINE_sw_1_2_s_1_2_cc_0_query.json,specs,text,542
634,LINE_sw_1_2_s_1_2_cc_0_query.json,specs,text_0_2_4,542
635,LINE_sw_1_2_s_1_2_cc_0_query.json,specs,text_0_2_4_llm_fs_single,277
636,LINE_sw_1_2_s_1_2_cc_0_query.json,specs,image,2856
637,AREA_sw_0_7_s_1_0_cc_1_query.json,specs,spec_frequency,2
638,AREA_sw_0_7_s_1_0_cc_1_query.json,specs,spec_onehot,2
639,AREA_sw_0_7_s_1_0_cc_1_query.json,specs,spec,4
640,AREA_sw_0_7_s_1_0_cc_1_query.json,specs,text,13
641,AREA_sw_0_7_s_1_0_cc_1_query.json,specs,text_0_2_4,19
642,AREA_sw_0_7_s_1_0_cc_1_query.json,specs,text_0_2_4_llm_fs_single,20
643,AREA_sw_0_7_s_1_0_cc_1_query.json,specs,image,169
644,circulars_p_3_cc_0_query4.json,specs,spec_frequency,64
645,circulars_p_3_cc_0_query4.json,specs,spec_onehot,55
646,circulars_p_3_cc_0_query4.json,specs,spec,56
647,circulars_p_3_cc_0_query4.json,specs,text,970
648,circulars_p_3_cc_0_query4.json,specs,text_0_2_4,1048
649,circulars_p_3_cc_0_query4.json,specs,text_0_2_4_llm_fs_single,684
650,circulars_p_3_cc_0_query4.json,specs,image,520
651,gene_annotation_single_3_s_1_2_oc_query.json,specs,spec_frequency,2
652,gene_annotation_single_3_s_1_2_oc_query.json,specs,spec_onehot,1
653,gene_annotation_single_3_s_1_2_oc_query.json,specs,spec,104
654,gene_annotation_single_3_s_1_2_oc_query.json,specs,text,1111
655,gene_annotation_single_3_s_1_2_oc_query.json,specs,text_0_2_4,1268
656,gene_annotation_single_3_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,797
657,gene_annotation_single_3_s_1_2_oc_query.json,specs,image,1220
658,breast_cancer_circular_s_2_0_oc_query.json,specs,spec_frequency,1
659,breast_cancer_circular_s_2_0_oc_query.json,specs,spec_onehot,1
660,breast_cancer_circular_s_2_0_oc_query.json,specs,spec,1
661,breast_cancer_circular_s_2_0_oc_query.json,specs,text,8
662,breast_cancer_circular_s_2_0_oc_query.json,specs,text_0_2_4,183
663,breast_cancer_circular_s_2_0_oc_query.json,specs,text_0_2_4_llm_fs_single,10
664,breast_cancer_circular_s_2_0_oc_query.json,specs,image,157
665,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_1_sw_1_0_s_1_0_cc_0_query1.json,specs,spec_frequency,1
666,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_1_sw_1_0_s_1_0_cc_0_query1.json,specs,spec_onehot,28
667,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_1_sw_1_0_s_1_0_cc_0_query1.json,specs,spec,805
668,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_1_sw_1_0_s_1_0_cc_0_query1.json,specs,text,1942
669,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_1_sw_1_0_s_1_0_cc_0_query1.json,specs,text_0_2_4,1840
670,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_1_sw_1_0_s_1_0_cc_0_query1.json,specs,text_0_2_4_llm_fs_single,590
671,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_1_sw_1_0_s_1_0_cc_0_query1.json,specs,image,889
672,multi_layer_circular_m_2_s_2_0_oc_query.json,specs,spec_frequency,6
673,multi_layer_circular_m_2_s_2_0_oc_query.json,specs,spec_onehot,5
674,multi_layer_circular_m_2_s_2_0_oc_query.json,specs,spec,1
675,multi_layer_circular_m_2_s_2_0_oc_query.json,specs,text,743
676,multi_layer_circular_m_2_s_2_0_oc_query.json,specs,text_0_2_4,1258
677,multi_layer_circular_m_2_s_2_0_oc_query.json,specs,text_0_2_4_llm_fs_single,147
678,multi_layer_circular_m_2_s_2_0_oc_query.json,specs,image,832
679,LINKING_TRACKS_sw_1_2_s_1_2_oc_query2.json,specs,spec_frequency,1
680,LINKING_TRACKS_sw_1_2_s_1_2_oc_query2.json,specs,spec_onehot,1
681,LINKING_TRACKS_sw_1_2_s_1_2_oc_query2.json,specs,spec,2
682,LINKING_TRACKS_sw_1_2_s_1_2_oc_query2.json,specs,text,717
683,LINKING_TRACKS_sw_1_2_s_1_2_oc_query2.json,specs,text_0_2_4,1368
684,LINKING_TRACKS_sw_1_2_s_1_2_oc_query2.json,specs,text_0_2_4_llm_fs_single,479
685,LINKING_TRACKS_sw_1_2_s_1_2_oc_query2.json,specs,image,1822
686,BAR_sw_0_7_s_1_0_cc_2_query.json,specs,spec_frequency,4
687,BAR_sw_0_7_s_1_0_cc_2_query.json,specs,spec_onehot,3
688,BAR_sw_0_7_s_1_0_cc_2_query.json,specs,spec,21
689,BAR_sw_0_7_s_1_0_cc_2_query.json,specs,text,382
690,BAR_sw_0_7_s_1_0_cc_2_query.json,specs,text_0_2_4,361
691,BAR_sw_0_7_s_1_0_cc_2_query.json,specs,text_0_2_4_llm_fs_single,94
692,BAR_sw_0_7_s_1_0_cc_2_query.json,specs,image,336
693,breast_cancer_sw_2_0_s_1_2_oc_query.json,specs,spec_frequency,67
694,breast_cancer_sw_2_0_s_1_2_oc_query.json,specs,spec_onehot,84
695,breast_cancer_sw_2_0_s_1_2_oc_query.json,specs,spec,694
696,breast_cancer_sw_2_0_s_1_2_oc_query.json,specs,text,2772
697,breast_cancer_sw_2_0_s_1_2_oc_query.json,specs,text_0_2_4,1517
698,breast_cancer_sw_2_0_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,422
699,breast_cancer_sw_2_0_s_1_2_oc_query.json,specs,image,1358
700,circular-line_p_0_sw_0_7_s_1_2_oc_query.json,specs,spec_frequency,1
701,circular-line_p_0_sw_0_7_s_1_2_oc_query.json,specs,spec_onehot,1
702,circular-line_p_0_sw_0_7_s_1_2_oc_query.json,specs,spec,5
703,circular-line_p_0_sw_0_7_s_1_2_oc_query.json,specs,text,685
704,circular-line_p_0_sw_0_7_s_1_2_oc_query.json,specs,text_0_2_4,741
705,circular-line_p_0_sw_0_7_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,23
706,circular-line_p_0_sw_0_7_s_1_2_oc_query.json,specs,image,1935
707,multi_layer_circular_m_3_s_2_0_oc_query.json,specs,spec_frequency,1
708,multi_layer_circular_m_3_s_2_0_oc_query.json,specs,spec_onehot,5
709,multi_layer_circular_m_3_s_2_0_oc_query.json,specs,spec,11
710,multi_layer_circular_m_3_s_2_0_oc_query.json,specs,text,630
711,multi_layer_circular_m_3_s_2_0_oc_query.json,specs,text_0_2_4,1150
712,multi_layer_circular_m_3_s_2_0_oc_query.json,specs,text_0_2_4_llm_fs_single,165
713,multi_layer_circular_m_3_s_2_0_oc_query.json,specs,image,793
714,gene_annotation_single_4_s_1_0_oc_query.json,specs,spec_frequency,2
715,gene_annotation_single_4_s_1_0_oc_query.json,specs,spec_onehot,4
716,gene_annotation_single_4_s_1_0_oc_query.json,specs,spec,63
717,gene_annotation_single_4_s_1_0_oc_query.json,specs,text,18
718,gene_annotation_single_4_s_1_0_oc_query.json,specs,text_0_2_4,12
719,gene_annotation_single_4_s_1_0_oc_query.json,specs,text_0_2_4_llm_fs_single,85
720,gene_annotation_single_4_s_1_0_oc_query.json,specs,image,2561
721,responsive-multivec_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,1
722,responsive-multivec_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,1
723,responsive-multivec_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec,4
724,responsive-multivec_p_0_sw_1_2_s_1_2_oc_query.json,specs,text,255
725,responsive-multivec_p_0_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,223
726,responsive-multivec_p_0_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,3
727,responsive-multivec_p_0_sw_1_2_s_1_2_oc_query.json,specs,image,138
728,responsive-multivec_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec_frequency,1
729,responsive-multivec_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec_onehot,1
730,responsive-multivec_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec,1
731,responsive-multivec_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text,253
732,responsive-multivec_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4,224
733,responsive-multivec_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4_llm_fs_single,18
734,responsive-multivec_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,image,48
735,multi_layer_circular_m_3_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,10
736,multi_layer_circular_m_3_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,1
737,multi_layer_circular_m_3_sw_1_2_s_1_2_oc_query.json,specs,spec,63
738,multi_layer_circular_m_3_sw_1_2_s_1_2_oc_query.json,specs,text,827
739,multi_layer_circular_m_3_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,656
740,multi_layer_circular_m_3_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,92
741,multi_layer_circular_m_3_sw_1_2_s_1_2_oc_query.json,specs,image,38
742,LINKING_TRACKS_sw_1_2_s_1_2_oc_query1.json,specs,spec_frequency,1
743,LINKING_TRACKS_sw_1_2_s_1_2_oc_query1.json,specs,spec_onehot,1
744,LINKING_TRACKS_sw_1_2_s_1_2_oc_query1.json,specs,spec,2
745,LINKING_TRACKS_sw_1_2_s_1_2_oc_query1.json,specs,text,717
746,LINKING_TRACKS_sw_1_2_s_1_2_oc_query1.json,specs,text_0_2_4,1369
747,LINKING_TRACKS_sw_1_2_s_1_2_oc_query1.json,specs,text_0_2_4_llm_fs_single,480
748,LINKING_TRACKS_sw_1_2_s_1_2_oc_query1.json,specs,image,1819
749,BAR_sw_0_7_s_0_7_cc_1_query.json,specs,spec_frequency,2
750,BAR_sw_0_7_s_0_7_cc_1_query.json,specs,spec_onehot,1
751,BAR_sw_0_7_s_0_7_cc_1_query.json,specs,spec,27
752,BAR_sw_0_7_s_0_7_cc_1_query.json,specs,text,312
753,BAR_sw_0_7_s_0_7_cc_1_query.json,specs,text_0_2_4,424
754,BAR_sw_0_7_s_0_7_cc_1_query.json,specs,text_0_2_4_llm_fs_single,51
755,BAR_sw_0_7_s_0_7_cc_1_query.json,specs,image,218
756,TEXT_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,1
757,TEXT_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,1
758,TEXT_sw_1_2_s_1_2_oc_query.json,specs,spec,1
759,TEXT_sw_1_2_s_1_2_oc_query.json,specs,text,65
760,TEXT_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,109
761,TEXT_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,2
762,TEXT_sw_1_2_s_1_2_oc_query.json,specs,image,1
763,multi_view_circular_ideograms_m_1_sw_1_0_s_1_0_oc_oc_query.json,specs,spec_frequency,1
764,multi_view_circular_ideograms_m_1_sw_1_0_s_1_0_oc_oc_query.json,specs,spec_onehot,1
765,multi_view_circular_ideograms_m_1_sw_1_0_s_1_0_oc_oc_query.json,specs,spec,1
766,multi_view_circular_ideograms_m_1_sw_1_0_s_1_0_oc_oc_query.json,specs,text,2268
767,multi_view_circular_ideograms_m_1_sw_1_0_s_1_0_oc_oc_query.json,specs,text_0_2_4,2165
768,multi_view_circular_ideograms_m_1_sw_1_0_s_1_0_oc_oc_query.json,specs,text_0_2_4_llm_fs_single,143
769,multi_view_circular_ideograms_m_1_sw_1_0_s_1_0_oc_oc_query.json,specs,image,2075
770,gene_annotation_single_5_s_1_0_oc_query.json,specs,spec_frequency,2
771,gene_annotation_single_5_s_1_0_oc_query.json,specs,spec_onehot,3
772,gene_annotation_single_5_s_1_0_oc_query.json,specs,spec,2
773,gene_annotation_single_5_s_1_0_oc_query.json,specs,text,2950
774,gene_annotation_single_5_s_1_0_oc_query.json,specs,text_0_2_4,1291
775,gene_annotation_single_5_s_1_0_oc_query.json,specs,text_0_2_4_llm_fs_single,503
776,gene_annotation_single_5_s_1_0_oc_query.json,specs,image,1777
777,multi_layer_circular_m_3_s_0_5_cc_0_query.json,specs,spec_frequency,5
778,multi_layer_circular_m_3_s_0_5_cc_0_query.json,specs,spec_onehot,5
779,multi_layer_circular_m_3_s_0_5_cc_0_query.json,specs,spec,8
780,multi_layer_circular_m_3_s_0_5_cc_0_query.json,specs,text,635
781,multi_layer_circular_m_3_s_0_5_cc_0_query.json,specs,text_0_2_4,1162
782,multi_layer_circular_m_3_s_0_5_cc_0_query.json,specs,text_0_2_4_llm_fs_single,791
783,multi_layer_circular_m_3_s_0_5_cc_0_query.json,specs,image,614
784,multi_layer_circular_m_2_sw_0_7_s_0_7_cc_0_query.json,specs,spec_frequency,3
785,multi_layer_circular_m_2_sw_0_7_s_0_7_cc_0_query.json,specs,spec_onehot,9
786,multi_layer_circular_m_2_sw_0_7_s_0_7_cc_0_query.json,specs,spec,59
787,multi_layer_circular_m_2_sw_0_7_s_0_7_cc_0_query.json,specs,text,1040
788,multi_layer_circular_m_2_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4,901
789,multi_layer_circular_m_2_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4_llm_fs_single,285
790,multi_layer_circular_m_2_sw_0_7_s_0_7_cc_0_query.json,specs,image,452
791,EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query1.json,specs,spec_frequency,1
792,EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query1.json,specs,spec_onehot,1
793,EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query1.json,specs,spec,1
794,EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query1.json,specs,text,254
795,EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query1.json,specs,text_0_2_4,79
796,EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query1.json,specs,text_0_2_4_llm_fs_single,66
797,EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query1.json,specs,image,1031
798,gene_annotation_p_4_sw_1_0_s_1_0_query4.json,specs,spec_frequency,16
799,gene_annotation_p_4_sw_1_0_s_1_0_query4.json,specs,spec_onehot,2
800,gene_annotation_p_4_sw_1_0_s_1_0_query4.json,specs,spec,3
801,gene_annotation_p_4_sw_1_0_s_1_0_query4.json,specs,text,1
802,gene_annotation_p_4_sw_1_0_s_1_0_query4.json,specs,text_0_2_4,1
803,gene_annotation_p_4_sw_1_0_s_1_0_query4.json,specs,text_0_2_4_llm_fs_single,10
804,gene_annotation_p_4_sw_1_0_s_1_0_query4.json,specs,image,407
805,BRUSH_sw_1_2_s_1_0_oc_query2.json,specs,spec_frequency,1
806,BRUSH_sw_1_2_s_1_0_oc_query2.json,specs,spec_onehot,1
807,BRUSH_sw_1_2_s_1_0_oc_query2.json,specs,spec,17
808,BRUSH_sw_1_2_s_1_0_oc_query2.json,specs,text,2269
809,BRUSH_sw_1_2_s_1_0_oc_query2.json,specs,text_0_2_4,2375
810,BRUSH_sw_1_2_s_1_0_oc_query2.json,specs,text_0_2_4_llm_fs_single,692
811,BRUSH_sw_1_2_s_1_0_oc_query2.json,specs,image,1880
812,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,2
813,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,3
814,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_1_2_oc_query.json,specs,spec,1
815,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_1_2_oc_query.json,specs,text,694
816,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,704
817,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,13
818,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_1_2_oc_query.json,specs,image,2074
819,gene_annotation_single_6_s_1_0_oc_query.json,specs,spec_frequency,5
820,gene_annotation_single_6_s_1_0_oc_query.json,specs,spec_onehot,5
821,gene_annotation_single_6_s_1_0_oc_query.json,specs,spec,34
822,gene_annotation_single_6_s_1_0_oc_query.json,specs,text,3003
823,gene_annotation_single_6_s_1_0_oc_query.json,specs,text_0_2_4,2021
824,gene_annotation_single_6_s_1_0_oc_query.json,specs,text_0_2_4_llm_fs_single,483
825,gene_annotation_single_6_s_1_0_oc_query.json,specs,image,1146
826,responsive-ideogram_p_0_sw_1_0_s_1_0_query.json,specs,spec_frequency,1
827,responsive-ideogram_p_0_sw_1_0_s_1_0_query.json,specs,spec_onehot,1
828,responsive-ideogram_p_0_sw_1_0_s_1_0_query.json,specs,spec,1
829,responsive-ideogram_p_0_sw_1_0_s_1_0_query.json,specs,text,1790
830,responsive-ideogram_p_0_sw_1_0_s_1_0_query.json,specs,text_0_2_4,1695
831,responsive-ideogram_p_0_sw_1_0_s_1_0_query.json,specs,text_0_2_4_llm_fs_single,30
832,responsive-ideogram_p_0_sw_1_0_s_1_0_query.json,specs,image,1328
833,EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query1.json,specs,spec_frequency,39
834,EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query1.json,specs,spec_onehot,52
835,EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query1.json,specs,spec,587
836,EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query1.json,specs,text,39
837,EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query1.json,specs,text_0_2_4,106
838,EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query1.json,specs,text_0_2_4_llm_fs_single,1685
839,EX_SPEC_MATRIX_sw_0_7_s_0_7_cc_1_query1.json,specs,image,2591
840,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query1.json,specs,spec_frequency,1
841,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query1.json,specs,spec_onehot,1
842,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query1.json,specs,spec,1
843,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query1.json,specs,text,825
844,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query1.json,specs,text_0_2_4,660
845,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query1.json,specs,text_0_2_4_llm_fs_single,1
846,EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query1.json,specs,image,19
847,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc_query2.json,specs,spec_frequency,7
848,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc_query2.json,specs,spec_onehot,8
849,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc_query2.json,specs,spec,34
850,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc_query2.json,specs,text,865
851,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc_query2.json,specs,text_0_2_4,1065
852,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc_query2.json,specs,text_0_2_4_llm_fs_single,88
853,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_2_oc_query2.json,specs,image,821
854,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_1_sw_1_0_s_1_0_cc_0_query2.json,specs,spec_frequency,1
855,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_1_sw_1_0_s_1_0_cc_0_query2.json,specs,spec_onehot,1
856,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_1_sw_1_0_s_1_0_cc_0_query2.json,specs,spec,593
857,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_1_sw_1_0_s_1_0_cc_0_query2.json,specs,text,2067
858,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_1_sw_1_0_s_1_0_cc_0_query2.json,specs,text_0_2_4,1971
859,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_1_sw_1_0_s_1_0_cc_0_query2.json,specs,text_0_2_4_llm_fs_single,874
860,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_1_sw_1_0_s_1_0_cc_0_query2.json,specs,image,265
861,VCF_POINT_MUTATIONS_sw_1_2_s_1_0_cc_0_query.json,specs,spec_frequency,1
862,VCF_POINT_MUTATIONS_sw_1_2_s_1_0_cc_0_query.json,specs,spec_onehot,1
863,VCF_POINT_MUTATIONS_sw_1_2_s_1_0_cc_0_query.json,specs,spec,1
864,VCF_POINT_MUTATIONS_sw_1_2_s_1_0_cc_0_query.json,specs,text,2750
865,VCF_POINT_MUTATIONS_sw_1_2_s_1_0_cc_0_query.json,specs,text_0_2_4,2689
866,VCF_POINT_MUTATIONS_sw_1_2_s_1_0_cc_0_query.json,specs,text_0_2_4_llm_fs_single,83
867,VCF_POINT_MUTATIONS_sw_1_2_s_1_0_cc_0_query.json,specs,image,41
868,OVERLAY_TRACKS_BAR_POINT_sw_1_0_s_1_0_oc_query.json,specs,spec_frequency,1
869,OVERLAY_TRACKS_BAR_POINT_sw_1_0_s_1_0_oc_query.json,specs,spec_onehot,1
870,OVERLAY_TRACKS_BAR_POINT_sw_1_0_s_1_0_oc_query.json,specs,spec,1
871,OVERLAY_TRACKS_BAR_POINT_sw_1_0_s_1_0_oc_query.json,specs,text,356
872,OVERLAY_TRACKS_BAR_POINT_sw_1_0_s_1_0_oc_query.json,specs,text_0_2_4,962
873,OVERLAY_TRACKS_BAR_POINT_sw_1_0_s_1_0_oc_query.json,specs,text_0_2_4_llm_fs_single,7
874,OVERLAY_TRACKS_BAR_POINT_sw_1_0_s_1_0_oc_query.json,specs,image,1
875,EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query2.json,specs,spec_frequency,37
876,EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query2.json,specs,spec_onehot,37
877,EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query2.json,specs,spec,3146
878,EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query2.json,specs,text,1112
879,EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query2.json,specs,text_0_2_4,742
880,EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query2.json,specs,text_0_2_4_llm_fs_single,554
