,query_file,query_type,target_embedding_type,smallest_k_matched
298,LINE_sw_1_2_s_0_7_oc_query.json,specs,text_0_2_4,10
299,LINE_sw_1_2_s_0_7_oc_query.json,specs,text_0_2_4_llm_fs_single,79
300,LINE_sw_1_2_s_0_7_oc_query.json,specs,image,2487
301,multi_layer_circular_m_0_s_0_5_cc_0_query.json,specs,spec_frequency,1
302,multi_layer_circular_m_0_s_0_5_cc_0_query.json,specs,spec_onehot,1
303,multi_layer_circular_m_0_s_0_5_cc_0_query.json,specs,spec,2
304,multi_layer_circular_m_0_s_0_5_cc_0_query.json,specs,text,79
305,multi_layer_circular_m_0_s_0_5_cc_0_query.json,specs,text_0_2_4,1147
306,multi_layer_circular_m_0_s_0_5_cc_0_query.json,specs,text_0_2_4_llm_fs_single,31
307,multi_layer_circular_m_0_s_0_5_cc_0_query.json,specs,image,342
308,circular-line_p_0_sw_1_2_s_1_2_cc_0_query.json,specs,spec_frequency,1
309,circular-line_p_0_sw_1_2_s_1_2_cc_0_query.json,specs,spec_onehot,1
310,circular-line_p_0_sw_1_2_s_1_2_cc_0_query.json,specs,spec,4
311,circular-line_p_0_sw_1_2_s_1_2_cc_0_query.json,specs,text,635
312,circular-line_p_0_sw_1_2_s_1_2_cc_0_query.json,specs,text_0_2_4,740
313,circular-line_p_0_sw_1_2_s_1_2_cc_0_query.json,specs,text_0_2_4_llm_fs_single,280
314,circular-line_p_0_sw_1_2_s_1_2_cc_0_query.json,specs,image,1160
315,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_bupu_query2.json,specs,spec_frequency,1
316,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_bupu_query2.json,specs,spec_onehot,19
317,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_bupu_query2.json,specs,spec,661
318,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_bupu_query2.json,specs,text,76
319,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_bupu_query2.json,specs,text_0_2_4,147
320,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_bupu_query2.json,specs,text_0_2_4_llm_fs_single,408
321,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_bupu_query2.json,specs,image,2166
322,rule-mark_p_0_sw_1_0_s_1_0_cc_2_query.json,specs,spec_frequency,2
323,rule-mark_p_0_sw_1_0_s_1_0_cc_2_query.json,specs,spec_onehot,4
324,rule-mark_p_0_sw_1_0_s_1_0_cc_2_query.json,specs,spec,1
325,rule-mark_p_0_sw_1_0_s_1_0_cc_2_query.json,specs,text,144
326,rule-mark_p_0_sw_1_0_s_1_0_cc_2_query.json,specs,text_0_2_4,265
327,rule-mark_p_0_sw_1_0_s_1_0_cc_2_query.json,specs,text_0_2_4_llm_fs_single,138
328,rule-mark_p_0_sw_1_0_s_1_0_cc_2_query.json,specs,image,2260
329,rule-mark_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec_frequency,1
330,rule-mark_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec_onehot,1
331,rule-mark_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec,1
332,rule-mark_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text,232
333,rule-mark_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4,880
334,rule-mark_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4_llm_fs_single,60
335,rule-mark_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,image,2067
336,EX_SPEC_ALIGNMENT_CHART_sw_1_0_s_1_0_oc_query2.json,specs,spec_frequency,1
337,EX_SPEC_ALIGNMENT_CHART_sw_1_0_s_1_0_oc_query2.json,specs,spec_onehot,1
338,EX_SPEC_ALIGNMENT_CHART_sw_1_0_s_1_0_oc_query2.json,specs,spec,1
339,EX_SPEC_ALIGNMENT_CHART_sw_1_0_s_1_0_oc_query2.json,specs,text,225
340,EX_SPEC_ALIGNMENT_CHART_sw_1_0_s_1_0_oc_query2.json,specs,text_0_2_4,984
341,EX_SPEC_ALIGNMENT_CHART_sw_1_0_s_1_0_oc_query2.json,specs,text_0_2_4_llm_fs_single,30
342,EX_SPEC_ALIGNMENT_CHART_sw_1_0_s_1_0_oc_query2.json,specs,image,32
343,circulars_p_3_cc_0_query2.json,specs,spec_frequency,78
344,circulars_p_3_cc_0_query2.json,specs,spec_onehot,348
345,circulars_p_3_cc_0_query2.json,specs,spec,756
346,circulars_p_3_cc_0_query2.json,specs,text,936
347,circulars_p_3_cc_0_query2.json,specs,text_0_2_4,935
348,circulars_p_3_cc_0_query2.json,specs,text_0_2_4_llm_fs_single,30
349,circulars_p_3_cc_0_query2.json,specs,image,80
350,rule-mark_p_0_sw_0_7_s_0_7_oc_query.json,specs,spec_frequency,3
351,rule-mark_p_0_sw_0_7_s_0_7_oc_query.json,specs,spec_onehot,3
352,rule-mark_p_0_sw_0_7_s_0_7_oc_query.json,specs,spec,6
353,rule-mark_p_0_sw_0_7_s_0_7_oc_query.json,specs,text,348
354,rule-mark_p_0_sw_0_7_s_0_7_oc_query.json,specs,text_0_2_4,967
355,rule-mark_p_0_sw_0_7_s_0_7_oc_query.json,specs,text_0_2_4_llm_fs_single,177
356,rule-mark_p_0_sw_0_7_s_0_7_oc_query.json,specs,image,1987
357,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query1.json,specs,spec_frequency,1
358,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query1.json,specs,spec_onehot,1
359,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query1.json,specs,spec,6
360,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query1.json,specs,text,834
361,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query1.json,specs,text_0_2_4,805
362,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query1.json,specs,text_0_2_4_llm_fs_single,23
363,EX_SPEC_CIRCULAR_OVERVIEW_LINEAR_DETAIL_sw_1_2_s_1_2_oc_query1.json,specs,image,40
364,multi_view_circular_ideograms_m_3_sw_1_0_s_1_0_oc_oc_query.json,specs,spec_frequency,1
365,multi_view_circular_ideograms_m_3_sw_1_0_s_1_0_oc_oc_query.json,specs,spec_onehot,1
366,multi_view_circular_ideograms_m_3_sw_1_0_s_1_0_oc_oc_query.json,specs,spec,1
367,multi_view_circular_ideograms_m_3_sw_1_0_s_1_0_oc_oc_query.json,specs,text,1379
368,multi_view_circular_ideograms_m_3_sw_1_0_s_1_0_oc_oc_query.json,specs,text_0_2_4,1367
369,multi_view_circular_ideograms_m_3_sw_1_0_s_1_0_oc_oc_query.json,specs,text_0_2_4_llm_fs_single,1342
370,multi_view_circular_ideograms_m_3_sw_1_0_s_1_0_oc_oc_query.json,specs,image,1981
371,scatterplot_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec_frequency,1
372,scatterplot_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec_onehot,1
373,scatterplot_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec,5
374,scatterplot_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text,1921
375,scatterplot_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4,1947
376,scatterplot_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4_llm_fs_single,329
377,scatterplot_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,image,1355
378,OVERLAY_TRACKS_LINE_POINT_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,1
379,OVERLAY_TRACKS_LINE_POINT_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,1
380,OVERLAY_TRACKS_LINE_POINT_sw_1_2_s_1_2_oc_query.json,specs,spec,19
381,OVERLAY_TRACKS_LINE_POINT_sw_1_2_s_1_2_oc_query.json,specs,text,206
382,OVERLAY_TRACKS_LINE_POINT_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,318
383,OVERLAY_TRACKS_LINE_POINT_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,9
384,OVERLAY_TRACKS_LINE_POINT_sw_1_2_s_1_2_oc_query.json,specs,image,215
385,band_connection_p_0_sw_1_2_s_1_0_cc_1_query.json,specs,spec_frequency,1
386,band_connection_p_0_sw_1_2_s_1_0_cc_1_query.json,specs,spec_onehot,3
387,band_connection_p_0_sw_1_2_s_1_0_cc_1_query.json,specs,spec,7
388,band_connection_p_0_sw_1_2_s_1_0_cc_1_query.json,specs,text,2763
389,band_connection_p_0_sw_1_2_s_1_0_cc_1_query.json,specs,text_0_2_4,2788
390,band_connection_p_0_sw_1_2_s_1_0_cc_1_query.json,specs,text_0_2_4_llm_fs_single,866
391,band_connection_p_0_sw_1_2_s_1_0_cc_1_query.json,specs,image,2095
392,EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query1.json,specs,spec_frequency,1
393,EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query1.json,specs,spec_onehot,4
394,EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query1.json,specs,spec,2
395,EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query1.json,specs,text,311
396,EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query1.json,specs,text_0_2_4,151
397,EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query1.json,specs,text_0_2_4_llm_fs_single,282
398,EX_SPEC_CLINVAR_LOLLIPOP_sw_1_2_s_1_2_oc_query1.json,specs,image,319
399,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query1.json,specs,spec_frequency,1
400,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query1.json,specs,spec_onehot,1
401,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query1.json,specs,spec,1104
402,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query1.json,specs,text,1
403,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query1.json,specs,text_0_2_4,43
404,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query1.json,specs,text_0_2_4_llm_fs_single,60
405,EX_SPEC_MATRIX_HFFC6_sw_1_0_s_1_0_hot_query1.json,specs,image,799
406,responsive-circular_p_0_sw_0_7_s_0_7_oc_query.json,specs,spec_frequency,1
407,responsive-circular_p_0_sw_0_7_s_0_7_oc_query.json,specs,spec_onehot,1
408,responsive-circular_p_0_sw_0_7_s_0_7_oc_query.json,specs,spec,3
409,responsive-circular_p_0_sw_0_7_s_0_7_oc_query.json,specs,text,689
410,responsive-circular_p_0_sw_0_7_s_0_7_oc_query.json,specs,text_0_2_4,43
411,responsive-circular_p_0_sw_0_7_s_0_7_oc_query.json,specs,text_0_2_4_llm_fs_single,27
412,responsive-circular_p_0_sw_0_7_s_0_7_oc_query.json,specs,image,66
413,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2.json,specs,spec_frequency,1
414,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2.json,specs,spec_onehot,2
415,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2.json,specs,spec,538
416,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2.json,specs,text,75
417,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2.json,specs,text_0_2_4,119
418,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2.json,specs,text_0_2_4_llm_fs_single,449
419,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_query2.json,specs,image,2043
420,multi_layer_circular_m_1_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,1
421,multi_layer_circular_m_1_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,10
422,multi_layer_circular_m_1_sw_1_2_s_1_2_oc_query.json,specs,spec,51
423,multi_layer_circular_m_1_sw_1_2_s_1_2_oc_query.json,specs,text,636
424,multi_layer_circular_m_1_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,735
425,multi_layer_circular_m_1_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,205
426,multi_layer_circular_m_1_sw_1_2_s_1_2_oc_query.json,specs,image,98
427,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_0_sw_1_2_s_1_2_oc_query1.json,specs,spec_frequency,1
428,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_0_sw_1_2_s_1_2_oc_query1.json,specs,spec_onehot,37
429,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_0_sw_1_2_s_1_2_oc_query1.json,specs,spec,783
430,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_0_sw_1_2_s_1_2_oc_query1.json,specs,text,1994
431,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_0_sw_1_2_s_1_2_oc_query1.json,specs,text_0_2_4,1853
432,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_0_sw_1_2_s_1_2_oc_query1.json,specs,text_0_2_4_llm_fs_single,228
433,multiple_view_p_2_m_11_sw_1_0_s_1_0_p_0_sw_1_2_s_1_2_oc_query1.json,specs,image,760
434,single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1.json,specs,spec_frequency,1
435,single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1.json,specs,spec_onehot,1
436,single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1.json,specs,spec,1
437,single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1.json,specs,text,1
438,single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1.json,specs,text_0_2_4,1
439,single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1.json,specs,text_0_2_4_llm_fs_single,55
440,single-cell-epi-corces_p_1_sw_1_0_s_1_0_query1.json,specs,image,1052
441,POINT_sw_1_0_s_1_0_cc_2_query.json,specs,spec_frequency,1
442,POINT_sw_1_0_s_1_0_cc_2_query.json,specs,spec_onehot,4
443,POINT_sw_1_0_s_1_0_cc_2_query.json,specs,spec,87
444,POINT_sw_1_0_s_1_0_cc_2_query.json,specs,text,400
445,POINT_sw_1_0_s_1_0_cc_2_query.json,specs,text_0_2_4,416
446,POINT_sw_1_0_s_1_0_cc_2_query.json,specs,text_0_2_4_llm_fs_single,164
447,POINT_sw_1_0_s_1_0_cc_2_query.json,specs,image,128
448,EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query1.json,specs,spec_frequency,1
449,EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query1.json,specs,spec_onehot,1
450,EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query1.json,specs,spec,861
451,EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query1.json,specs,text,500
452,EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query1.json,specs,text_0_2_4,500
453,EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query1.json,specs,text_0_2_4_llm_fs_single,261
454,EX_SPEC_CANCER_VARIANT_PROTOTYPE_sw_1_0_s_1_2_query1.json,specs,image,554
455,POINT_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,6
456,POINT_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,9
457,POINT_sw_1_2_s_1_2_oc_query.json,specs,spec,1
458,POINT_sw_1_2_s_1_2_oc_query.json,specs,text,4
459,POINT_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,1
460,POINT_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,82
461,POINT_sw_1_2_s_1_2_oc_query.json,specs,image,756
462,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_0_query1.json,specs,spec_frequency,1
463,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_0_query1.json,specs,spec_onehot,1
464,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_0_query1.json,specs,spec,37
465,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_0_query1.json,specs,text,1226
466,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_0_query1.json,specs,text_0_2_4,1283
467,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_0_query1.json,specs,text_0_2_4_llm_fs_single,26
468,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_0_query1.json,specs,image,829
469,responsive-circular_p_0_sw_1_2_s_1_2_cc_0_query.json,specs,spec_frequency,3
470,responsive-circular_p_0_sw_1_2_s_1_2_cc_0_query.json,specs,spec_onehot,9
471,responsive-circular_p_0_sw_1_2_s_1_2_cc_0_query.json,specs,spec,2
472,responsive-circular_p_0_sw_1_2_s_1_2_cc_0_query.json,specs,text,700
473,responsive-circular_p_0_sw_1_2_s_1_2_cc_0_query.json,specs,text_0_2_4,74
474,responsive-circular_p_0_sw_1_2_s_1_2_cc_0_query.json,specs,text_0_2_4_llm_fs_single,288
475,responsive-circular_p_0_sw_1_2_s_1_2_cc_0_query.json,specs,image,163
476,POINT_sw_0_7_s_0_7_cc_0_query.json,specs,spec_frequency,21
477,POINT_sw_0_7_s_0_7_cc_0_query.json,specs,spec_onehot,13
478,POINT_sw_0_7_s_0_7_cc_0_query.json,specs,spec,56
479,POINT_sw_0_7_s_0_7_cc_0_query.json,specs,text,70
480,POINT_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4,80
481,POINT_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4_llm_fs_single,5
482,POINT_sw_0_7_s_0_7_cc_0_query.json,specs,image,6
483,circular-point-second_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,1
484,circular-point-second_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,1
485,circular-point-second_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec,5
486,circular-point-second_p_0_sw_1_2_s_1_2_oc_query.json,specs,text,1181
487,circular-point-second_p_0_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,1152
488,circular-point-second_p_0_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,96
489,circular-point-second_p_0_sw_1_2_s_1_2_oc_query.json,specs,image,1173
490,EX_SPEC_CIRCOS_BETWEEN_LINK_sw_1_0_s_1_0_oc_query.json,specs,spec_frequency,1
491,EX_SPEC_CIRCOS_BETWEEN_LINK_sw_1_0_s_1_0_oc_query.json,specs,spec_onehot,1
492,EX_SPEC_CIRCOS_BETWEEN_LINK_sw_1_0_s_1_0_oc_query.json,specs,spec,138
493,EX_SPEC_CIRCOS_BETWEEN_LINK_sw_1_0_s_1_0_oc_query.json,specs,text,1190
494,EX_SPEC_CIRCOS_BETWEEN_LINK_sw_1_0_s_1_0_oc_query.json,specs,text_0_2_4,1588
495,EX_SPEC_CIRCOS_BETWEEN_LINK_sw_1_0_s_1_0_oc_query.json,specs,text_0_2_4_llm_fs_single,84
496,EX_SPEC_CIRCOS_BETWEEN_LINK_sw_1_0_s_1_0_oc_query.json,specs,image,267
497,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query2.json,specs,spec_frequency,1
498,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query2.json,specs,spec_onehot,1
499,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query2.json,specs,spec,1
500,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query2.json,specs,text,2193
501,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query2.json,specs,text_0_2_4,2184
502,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query2.json,specs,text_0_2_4_llm_fs_single,49
503,EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query2.json,specs,image,1707
504,rule-mark_p_0_sw_1_2_s_1_0_cc_0_query.json,specs,spec_frequency,30
505,rule-mark_p_0_sw_1_2_s_1_0_cc_0_query.json,specs,spec_onehot,16
506,rule-mark_p_0_sw_1_2_s_1_0_cc_0_query.json,specs,spec,17
507,rule-mark_p_0_sw_1_2_s_1_0_cc_0_query.json,specs,text,165
508,rule-mark_p_0_sw_1_2_s_1_0_cc_0_query.json,specs,text_0_2_4,781
509,rule-mark_p_0_sw_1_2_s_1_0_cc_0_query.json,specs,text_0_2_4_llm_fs_single,564
510,rule-mark_p_0_sw_1_2_s_1_0_cc_0_query.json,specs,image,2505
511,LINE_sw_0_7_s_1_2_cc_2_query.json,specs,spec_frequency,4
512,LINE_sw_0_7_s_1_2_cc_2_query.json,specs,spec_onehot,1
513,LINE_sw_0_7_s_1_2_cc_2_query.json,specs,spec,1
514,LINE_sw_0_7_s_1_2_cc_2_query.json,specs,text,73
515,LINE_sw_0_7_s_1_2_cc_2_query.json,specs,text_0_2_4,103
516,LINE_sw_0_7_s_1_2_cc_2_query.json,specs,text_0_2_4_llm_fs_single,70
517,LINE_sw_0_7_s_1_2_cc_2_query.json,specs,image,1647
518,LINKING_TRACKS_sw_0_7_s_0_7_cc_0_query2.json,specs,spec_frequency,1
519,LINKING_TRACKS_sw_0_7_s_0_7_cc_0_query2.json,specs,spec_onehot,1
520,LINKING_TRACKS_sw_0_7_s_0_7_cc_0_query2.json,specs,spec,1
521,LINKING_TRACKS_sw_0_7_s_0_7_cc_0_query2.json,specs,text,834
522,LINKING_TRACKS_sw_0_7_s_0_7_cc_0_query2.json,specs,text_0_2_4,1426
523,LINKING_TRACKS_sw_0_7_s_0_7_cc_0_query2.json,specs,text_0_2_4_llm_fs_single,1054
524,LINKING_TRACKS_sw_0_7_s_0_7_cc_0_query2.json,specs,image,1353
525,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_viridis_query2.json,specs,spec_frequency,17
526,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_viridis_query2.json,specs,spec_onehot,1
527,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_viridis_query2.json,specs,spec,710
528,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_viridis_query2.json,specs,text,87
529,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_viridis_query2.json,specs,text_0_2_4,154
530,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_viridis_query2.json,specs,text_0_2_4_llm_fs_single,1340
531,EX_SPEC_MATRIX_sw_0_7_s_0_7_oc_viridis_query2.json,specs,image,2566
532,circular-point-first_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,1
533,circular-point-first_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,1
534,circular-point-first_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec,3
535,circular-point-first_p_0_sw_1_2_s_1_2_oc_query.json,specs,text,989
536,circular-point-first_p_0_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,962
537,circular-point-first_p_0_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,44
538,circular-point-first_p_0_sw_1_2_s_1_2_oc_query.json,specs,image,262
539,gene_annotation_p_4_sw_1_0_s_1_0_query6.json,specs,spec_frequency,1
540,gene_annotation_p_4_sw_1_0_s_1_0_query6.json,specs,spec_onehot,1
541,gene_annotation_p_4_sw_1_0_s_1_0_query6.json,specs,spec,3
542,gene_annotation_p_4_sw_1_0_s_1_0_query6.json,specs,text,1
543,gene_annotation_p_4_sw_1_0_s_1_0_query6.json,specs,text_0_2_4,1
544,gene_annotation_p_4_sw_1_0_s_1_0_query6.json,specs,text_0_2_4_llm_fs_single,10
545,gene_annotation_p_4_sw_1_0_s_1_0_query6.json,specs,image,407
546,LINE_sw_0_7_s_0_7_cc_1_query.json,specs,spec_frequency,2
547,LINE_sw_0_7_s_0_7_cc_1_query.json,specs,spec_onehot,5
548,LINE_sw_0_7_s_0_7_cc_1_query.json,specs,spec,24
549,LINE_sw_0_7_s_0_7_cc_1_query.json,specs,text,223
550,LINE_sw_0_7_s_0_7_cc_1_query.json,specs,text_0_2_4,231
551,LINE_sw_0_7_s_0_7_cc_1_query.json,specs,text_0_2_4_llm_fs_single,78
552,LINE_sw_0_7_s_0_7_cc_1_query.json,specs,image,161
553,EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query2.json,specs,spec_frequency,1
554,EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query2.json,specs,spec_onehot,1
555,EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query2.json,specs,spec,991
556,EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query2.json,specs,text,1335
557,EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query2.json,specs,text_0_2_4,145
558,EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query2.json,specs,text_0_2_4_llm_fs_single,195
559,EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query2.json,specs,image,624
560,multi_layer_circular_m_3_sw_0_7_s_0_7_cc_0_query.json,specs,spec_frequency,6
561,multi_layer_circular_m_3_sw_0_7_s_0_7_cc_0_query.json,specs,spec_onehot,6
562,multi_layer_circular_m_3_sw_0_7_s_0_7_cc_0_query.json,specs,spec,31
563,multi_layer_circular_m_3_sw_0_7_s_0_7_cc_0_query.json,specs,text,817
564,multi_layer_circular_m_3_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4,663
565,multi_layer_circular_m_3_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4_llm_fs_single,50
566,multi_layer_circular_m_3_sw_0_7_s_0_7_cc_0_query.json,specs,image,134
567,multi_layer_circular_m_0_s_2_0_oc_query.json,specs,spec_frequency,1
568,multi_layer_circular_m_0_s_2_0_oc_query.json,specs,spec_onehot,1
569,multi_layer_circular_m_0_s_2_0_oc_query.json,specs,spec,2
570,multi_layer_circular_m_0_s_2_0_oc_query.json,specs,text,85
571,multi_layer_circular_m_0_s_2_0_oc_query.json,specs,text_0_2_4,1316
572,multi_layer_circular_m_0_s_2_0_oc_query.json,specs,text_0_2_4_llm_fs_single,1
573,multi_layer_circular_m_0_s_2_0_oc_query.json,specs,image,131
574,BRUSH_sw_1_2_s_1_0_oc_query1.json,specs,spec_frequency,1
575,BRUSH_sw_1_2_s_1_0_oc_query1.json,specs,spec_onehot,1
576,BRUSH_sw_1_2_s_1_0_oc_query1.json,specs,spec,20
577,BRUSH_sw_1_2_s_1_0_oc_query1.json,specs,text,2795
578,BRUSH_sw_1_2_s_1_0_oc_query1.json,specs,text_0_2_4,2824
579,BRUSH_sw_1_2_s_1_0_oc_query1.json,specs,text_0_2_4_llm_fs_single,1481
580,BRUSH_sw_1_2_s_1_0_oc_query1.json,specs,image,2373
581,multi_view_circular_ideograms_m_2_sw_1_0_s_1_0_oc_oc_query.json,specs,spec_frequency,1
582,multi_view_circular_ideograms_m_2_sw_1_0_s_1_0_oc_oc_query.json,specs,spec_onehot,1
